accuracy,communication_rounds,dpMode,foldPrivacytest,foldTest,labelColumn,noiseScale,numClients,status,testnum,C,delta,epsilon,L,alpha,lambda_,max_iter,tolerance
0.7142857142857143,5,noDP,60|89,30|59,target,None,4,finished,149_254854319,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,60|89,30|59,target,None,4,finished,150_71501541,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,60|89,30|59,target,None,4,finished,151_751920446,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,60|89,30|59,target,None,4,finished,152_409672107,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,90|119,60|89,target,None,1,finished,183_810674728,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,90|119,60|89,target,None,1,finished,184_154069225,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,90|119,60|89,target,None,1,finished,185_435139653,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,90|119,60|89,target,None,1,finished,186_652965990,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,90|119,60|89,target,None,1,finished,187_999367207,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,90|119,60|89,target,None,1,finished,188_234197876,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,90|119,60|89,target,None,1,finished,189_480155150,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,90|119,60|89,target,None,1,finished,190_797194685,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,90|119,60|89,target,None,1,finished,191_990400707,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,90|119,60|89,target,None,1,finished,192_250052629,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,90|119,60|89,target,None,2,finished,193_475569169,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,90|119,60|89,target,None,2,finished,194_739265994,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,90|119,60|89,target,None,2,finished,195_256426686,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,90|119,60|89,target,None,2,finished,196_712708802,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,90|119,60|89,target,None,2,finished,197_90356257,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,90|119,60|89,target,None,2,finished,198_348563651,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,90|119,60|89,target,None,2,finished,199_759037292,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,90|119,60|89,target,None,2,finished,200_251758557,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,90|119,60|89,target,None,2,finished,201_644562281,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,90|119,60|89,target,None,2,finished,202_956334658,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,90|119,60|89,target,None,4,finished,203_325157096,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,90|119,60|89,target,None,4,finished,204_885079035,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,90|119,60|89,target,None,4,finished,205_685978796,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,90|119,60|89,target,None,4,finished,206_324345646,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,90|119,60|89,target,None,4,finished,207_163693126,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,90|119,60|89,target,None,4,finished,208_927072921,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,90|119,60|89,target,None,4,finished,209_573163838,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,90|119,60|89,target,None,4,finished,210_257369845,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,90|119,60|89,target,None,4,finished,211_58342286,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,90|119,60|89,target,None,4,finished,212_986079926,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.8,5,noDP,90|119,60|89,target,None,6,finished,213_732674029,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.8,5,noDP,90|119,60|89,target,None,6,finished,214_929562254,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.8,5,noDP,90|119,60|89,target,None,6,finished,215_874600571,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.8,5,noDP,90|119,60|89,target,None,6,finished,216_862447244,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
1.0,5,noDP,90|119,60|89,target,None,6,finished,217_771815229,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.8,5,noDP,90|119,60|89,target,None,6,finished,218_614799546,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.8,5,noDP,90|119,60|89,target,None,6,finished,219_775264310,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.8,5,noDP,90|119,60|89,target,None,6,finished,220_133889886,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.8,5,noDP,90|119,60|89,target,None,6,finished,221_301762235,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.8,5,noDP,90|119,60|89,target,None,6,finished,222_289608973,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,120|149,90|119,target,None,1,finished,243_847139240,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,120|149,90|119,target,None,1,finished,244_6922045,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,120|149,90|119,target,None,1,finished,245_317404293,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,120|149,90|119,target,None,1,finished,246_517665061,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,120|149,90|119,target,None,1,finished,247_753361981,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,120|149,90|119,target,None,1,finished,248_81777175,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,120|149,90|119,target,None,1,finished,249_311199910,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,120|149,90|119,target,None,1,finished,250_670433511,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,120|149,90|119,target,None,1,finished,251_31590975,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,120|149,90|119,target,None,1,finished,252_292240882,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.8,5,noDP,120|149,90|119,target,None,2,finished,253_542684416,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,120|149,90|119,target,None,2,finished,254_487003491,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.8666666666666667,5,noDP,120|149,90|119,target,None,2,finished,255_211883320,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,120|149,90|119,target,None,2,finished,256_529239722,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,120|149,90|119,target,None,2,finished,257_12329482,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,120|149,90|119,target,None,2,finished,258_563351609,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.8,5,noDP,120|149,90|119,target,None,2,finished,259_991262086,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.8,5,noDP,120|149,90|119,target,None,2,finished,260_520729344,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,120|149,90|119,target,None,2,finished,261_898533779,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,120|149,90|119,target,None,2,finished,262_832207527,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,120|149,90|119,target,None,4,finished,263_532126648,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,120|149,90|119,target,None,4,finished,264_227837771,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.5714285714285714,5,noDP,120|149,90|119,target,None,4,finished,265_484469023,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.5714285714285714,5,noDP,120|149,90|119,target,None,4,finished,266_812132660,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.5714285714285714,5,noDP,120|149,90|119,target,None,4,finished,267_71952445,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,120|149,90|119,target,None,4,finished,268_868182954,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,120|149,90|119,target,None,4,finished,269_827611349,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,120|149,90|119,target,None,4,finished,270_131829117,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.5714285714285714,5,noDP,120|149,90|119,target,None,4,finished,272_290740973,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.5714285714285714,5,noDP,120|149,90|119,target,None,4,finished,273_240146859,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.5714285714285714,5,noDP,120|149,90|119,target,None,4,finished,274_839260419,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,120|149,90|119,target,None,4,finished,275_941095951,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.5714285714285714,5,noDP,120|149,90|119,target,None,4,finished,276_764157686,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,120|149,90|119,target,None,4,finished,277_708144478,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.5714285714285714,5,noDP,120|149,90|119,target,None,4,finished,278_32214955,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.5714285714285714,5,noDP,120|149,90|119,target,None,4,finished,279_84150866,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.5714285714285714,5,noDP,120|149,90|119,target,None,4,finished,280_338130758,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,120|149,90|119,target,None,4,finished,281_26543714,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,313_418581216,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,314_316141345,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7666666666666667,5,noDP,30|59,0|29,target,None,1,finished,315_296124743,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7666666666666667,5,noDP,30|59,0|29,target,None,1,finished,316_31684562,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,317_288169265,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,318_648126837,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,30|59,0|29,target,None,1,finished,319_927897051,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,320_952322555,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,321_988237836,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,322_112163447,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8666666666666667,5,noDP,30|59,0|29,target,None,2,finished,323_816651190,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,324_339407910,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,2,finished,325_838919833,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,326_255987890,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,327_766301041,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,30|59,0|29,target,None,1,finished,328_972109198,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,30|59,0|29,target,None,1,finished,329_272205668,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7666666666666667,5,noDP,30|59,0|29,target,None,1,finished,330_484133556,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,30|59,0|29,target,None,1,finished,331_25651783,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7666666666666667,5,noDP,30|59,0|29,target,None,1,finished,332_394664672,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,333_755656214,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,1,finished,334_66763778,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,30|59,0|29,target,None,1,finished,335_420647060,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,336_888993600,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8666666666666667,5,noDP,30|59,0|29,target,None,1,finished,337_272403213,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,2,finished,338_770644182,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8666666666666667,5,noDP,30|59,0|29,target,None,2,finished,339_332687020,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,340_798809436,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,2,finished,341_180830940,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8666666666666667,5,noDP,30|59,0|29,target,None,2,finished,342_630120992,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,343_173529314,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,344_831163434,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,345_334851146,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,346_856425138,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,347_224972892,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7,5,noDP,30|59,0|29,target,None,3,finished,348_877907524,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.6,5,noDP,30|59,0|29,target,None,3,finished,349_961645668,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7,5,noDP,30|59,0|29,target,None,3,finished,350_671221485,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,30|59,0|29,target,None,1,finished,352_212623911,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8666666666666667,5,noDP,30|59,0|29,target,None,1,finished,353_812708845,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,30|59,0|29,target,None,1,finished,354_155480233,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,355_640408497,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7666666666666667,5,noDP,30|59,0|29,target,None,1,finished,356_197217180,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,1,finished,357_580415955,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,30|59,0|29,target,None,1,finished,358_75646424,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,1,finished,359_402810586,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,360_831166221,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,361_243489705,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,362_576331620,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,363_196971091,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.6666666666666666,5,noDP,30|59,0|29,target,None,2,finished,364_883450870,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,365_433029726,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,366_138586169,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,367_804571189,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8666666666666667,5,noDP,30|59,0|29,target,None,2,finished,368_335380355,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,369_994163927,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,2,finished,370_535438573,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,371_315451586,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.6,5,noDP,30|59,0|29,target,None,3,finished,372_41790076,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,3,finished,373_643048281,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.6,5,noDP,30|59,0|29,target,None,3,finished,374_397772860,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7,5,noDP,30|59,0|29,target,None,3,finished,375_354608313,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.6,5,noDP,30|59,0|29,target,None,3,finished,376_80466526,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7,5,noDP,30|59,0|29,target,None,3,finished,377_704821093,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
